,type_appartement,nombre_pièces,nombre_chambres,surface,étage,terasse,ascenceur,prix_achat,credit,localisation,description
200,Appartement,3,2,66.0,,non défini,non défini,220000,916,Lyon 9ème,"ORPI vous présente, un appartement très lumineux de type 3 de 66 m² avec une terrasse de 10 m², composé d'une cuisine équipée"
201,Appartement,3,2,86.0,,non défini,non défini,495000,2049,Lyon 2ème,Cordeliers-Célestins-Bourse
202,Appartement,4,3,80.0,,non défini,non défini,417000,1727,Lyon 3ème,Montchat
203,Appartement,6,5,157.0,,non défini,non défini,1090000,4501,Lyon 6ème,Tête d'Or-Foch-Vitton
204,Appartement,2,1,45.0,,non défini,non défini,369000,1530,Lyon 2ème,"Votre agence NOVEA Immobilier, a le plaisir de vous proposer à la vente un splendide appartement T2 intégralement rénové en p"
205,Appartement,4,3,144.0,,non défini,non défini,870000,3594,Lyon 1er,"LYON 1 Quai du Rhône. Au 5ème étage d'un immeuble Soufflot, avec une vue dégagée sur le fleuve, charmant appartement de 144 m"
206,Appartement,3,2,70.0,,non défini,non défini,380000,1575,Lyon 6ème,Tête d'Or-Foch-Vitton
207,Appartement,4,2,88.0,,non défini,non défini,270000,1122,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
208,Appartement,1,,38.0,,non défini,oui,255000,1060,Lyon 4ème,COUP DE COEUR SPÉCIAL Primo - Investisseurs Studio entièrement rénové en JUILLET 2020 avec extérieur et vue surplombant la mo
209,Appartement,4,2,102.0,,non défini,non défini,790000,3264,Lyon 6ème,Tête d'Or-Foch-Vitton
210,Appartement,4,3,87.0,,non défini,non défini,340000,1410,Lyon 3ème,Lyon 3° rue Feuillat.. Appartement de type T4 au 1° étage avec ascenseur d'une résidence sécurisée.. Il se compose d'un hall
211,Appartement,3,2,74.0,,non défini,non défini,435000,1802,Lyon 3ème,Part Dieu
212,Appartement,3,2,92.0,,non défini,non défini,489000,2024,Lyon 5ème,Vieux Lyon
213,Appartement,3,2,60.0,,non défini,non défini,347000,1439,Lyon 5ème,Vieux Lyon
214,Appartement,3,2,52.0,,non défini,non défini,268000,1113,Lyon 8ème,Monplaisir-Le Bachut
215,Appartement,5,3,130.0,,non défini,non défini,570000,2358,Lyon 4ème,Croix Rousse-Gros Caillou
216,Appartement,1,,50.0,,non défini,oui,280000,1163,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
217,Appartement,2,1,40.0,,non défini,non défini,261900,1088,Lyon 3ème,Montchat
218,Appartement,5,4,105.0,,non défini,non défini,540000,2234,Lyon 3ème,Montchat
219,Appartement,3,2,77.0,,non défini,non défini,335000,1389,Lyon 5ème,Point du Jour-Ménival
220,Appartement,4,2,143.0,,non défini,non défini,825000,3409,Lyon 2ème,Cordeliers-Célestins-Bourse
221,Appartement,3,2,77.0,,non défini,non défini,441000,1826,Lyon 4ème,Croix Rousse-Centre
222,Appartement,3,2,77.0,,non défini,non défini,598000,2473,Lyon 2ème,Perrache-Le Confluent
223,Appartement,4,3,108.0,,non défini,non défini,780000,3223,Lyon 6ème,Tête d'Or-Foch-Vitton
224,Appartement,3,2,89.0,,non défini,non défini,630000,2605,Lyon 6ème,Tête d'Or-Foch-Vitton
225,Appartement,1,,12.0,4,non défini,non défini,117000,491,Lyon 7ème,La Guillotière Sud
226,Appartement,3,2,116.0,,non défini,non défini,927000,3829,Lyon 2ème,Bellecour-Ainay
227,Appartement,4,3,118.0,,non défini,non défini,799000,3301,Lyon 2ème,Bellecour-Ainay
228,Appartement,4,2,90.0,,non défini,non défini,693000,2865,Lyon 2ème,Perrache-Le Confluent
229,Appartement,2,1,54.0,,non défini,non défini,348000,1443,Lyon 3ème,Villette
230,Appartement,2,1,40.0,,non défini,non défini,199000,829,Lyon 8ème,Transvaal
231,Appartement,2,1,59.0,,non défini,non défini,320000,1328,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
232,Appartement,4,3,80.0,,non défini,non défini,438000,1814,Lyon 3ème,Montchat
233,Appartement,4,3,75.0,,non défini,non défini,219000,911,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
234,Appartement,3,2,117.0,,non défini,non défini,730000,3017,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
235,Appartement,3,2,70.0,,non défini,non défini,499000,2065,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
236,Appartement,3,2,74.0,,non défini,non défini,410000,1699,Lyon 4ème,Plateau de la Croix Rousse-Ouest
237,Appartement,4,3,85.0,,non défini,non défini,585000,2420,Lyon 1er,Croix Paquet
238,Appartement,4,3,89.0,,non défini,non défini,440000,1822,Lyon 3ème,Villette
239,Appartement,3,2,65.0,,non défini,non défini,350000,Chavril,Contenu sponsorisé,Exclusivité
240,Appartement,4,3,80.0,,non défini,non défini,460000,1905,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
241,Appartement,5,3,101.0,,non défini,non défini,300000,1245,Lyon 5ème,Fourvière-Saint Just
242,Appartement,3,2,70.0,,non défini,non défini,399000,1653,Lyon 8ème,Monplaisir-Le Bachut
243,Appartement,3,2,85.0,,non défini,non défini,445000,1843,Lyon 4ème,Plateau de la Croix Rousse-Saône
244,Appartement,3,2,98.0,,non défini,non défini,680000,2811,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
245,Appartement,4,3,136.0,,non défini,non défini,1790000,7385,Lyon 2ème,Cordeliers-Célestins-Bourse
246,Appartement,3,2,67.0,,non défini,non défini,368000,1525,Lyon 7ème,Jean Macé
247,Appartement,7,4,238.0,,non défini,non défini,1990000,8209,Lyon 2ème,Cordeliers-Célestins-Bourse
248,Appartement,3,2,80.0,,non défini,non défini,639000,2642,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
249,Appartement,2,1,55.0,,non défini,non défini,274000,1138,Lyon 4ème,Croix Rousse-Gros Caillou
250,Appartement,2,1,49.0,,non défini,non défini,199000,829,Lyon 6ème,Tête d'Or-Foch-Vitton
251,Appartement,2,1,60.0,,non défini,non défini,168150,702,Lyon 8ème,Laënnec-Mermoz
252,Appartement,3,2,69.0,,non défini,non défini,430000,1781,Lyon 2ème,Cordeliers-Célestins-Bourse
253,Appartement,3,2,66.0,,non défini,non défini,416000,1723,Lyon 7ème,Jean Macé
254,Appartement,3,2,77.0,,non défini,non défini,455000,1884,Lyon 4ème,Croix Rousse-Gros Caillou
255,Appartement,4,3,87.0,,non défini,non défini,240000,998,Lyon 9ème,"A la limite des Monts d'Or, dans le calme du plateau de Saint-Rambert, au sein d'une résidence sécurisée et arborée, venez dé"
256,Appartement,1,,16.0,,non défini,oui,72000,306,Lyon 3ème,Sans Souci-Dauphiné
257,Appartement,3,2,86.0,,non défini,non défini,649000,2683,Lyon 2ème,Cordeliers-Célestins-Bourse
258,Appartement,3,2,67.0,,non défini,non défini,298000,1237,Lyon 8ème,Laënnec-Mermoz
259,Appartement,5,3,134.0,,non défini,non défini,850000,3512,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
260,Appartement,1,,14.0,,non défini,oui,110000,462,Lyon 7ème,"LYON 7 Gerland - IDÉAL INVESTISSEURS, 45 plateaux à aménager de 14m² à 25,6m², dans un immeuble de 5 étages avec ascenseur, e"
261,Appartement,2,1,45.0,,non défini,non défini,369000,1530,Lyon 2ème,Perrache-Le Confluent
262,Appartement,4,3,110.0,,non défini,non défini,750000,3100,Lyon 2ème,Perrache-Le Confluent
263,Appartement,4,3,100.0,,non défini,non défini,495000,2049,Lyon 4ème,Croix Rousse-Centre
264,Appartement,4,3,111.0,,non défini,non défini,835000,3450,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
265,Appartement,3,2,78.0,,non défini,non défini,493000,2041,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
266,Appartement,3,2,70.0,,non défini,non défini,440000,1822,Lyon 1er,"En plein coeur des Pentes de la croix Rousse au 61 rue des tables claudiennes, Nestenn vous propose en exclusivité, ce magnif"
267,Appartement,3,2,65.0,,non défini,non défini,263000,1093,Lyon 4ème,Plateau de la Croix Rousse-Ouest
268,Appartement,2,1,32.0,,non défini,non défini,189000,788,Lyon 7ème,Gerland
269,Appartement,3,2,87.0,,non défini,non défini,459000,1900,Lyon 1er,Terreaux
270,Appartement,5,4,202.0,,non défini,non défini,1050000,4336,Lyon 1er,"Proche des quais de Saône, face aux Halles de la Martinière.. Dans un très bel immeuble du 19ème, il s'agit d'un appartement"
271,Appartement,5,3,104.0,,non défini,non défini,699000,2889,Lyon 1er,Terreaux
272,Appartement,5,3,143.0,,non défini,non défini,1268000,5234,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
273,Appartement,3,2,85.0,,non défini,non défini,435000,1802,Lyon 4ème,Plateau de la Croix Rousse-Saône
274,Appartement,3,2,58.0,,non défini,non défini,230000,957,Lyon 3ème,Villette
275,Appartement,1,,21.0,5,non défini,non défini,210000,874,Lyon 2ème,Bellecour-Ainay
276,Appartement,2,,38.0,,non défini,oui,255000,1060,Lyon 4ème,Plateau de la Croix Rousse-Saône
277,Appartement,6,5,169.0,,non défini,non défini,895000,3697,Lyon 6ème,Tête d'Or-Foch-Vitton
278,Appartement,2,1,24.0,,non défini,non défini,169900,709,Lyon 3ème,Montchat
279,Appartement,3,2,71.0,,non défini,non défini,330000,1369,Lyon 7ème,"LYON 7 SAXE GAMBETTA, à la lisière du 3ème, la résidence Sénior, Saxe Gambetta s'ouvre sur l'agréable Place Victor Basch. Un"
280,Appartement,5,3,145.0,,non défini,non défini,890000,3676,Lyon 2ème,Cordeliers-Célestins-Bourse
281,Appartement,1,,23.0,,non défini,oui,140000,586,Lyon 7ème,Jean Macé
282,Appartement,2,1,47.0,,non défini,non défini,368000,1525,Lyon 9ème,T2 47.81 m² LYON 9e quartier VALMY liv 4T2023: opportunité à saisir. Magnifique appartement 2ème étage et balcon de 7.7 m². P
283,Appartement,3,2,78.0,,non défini,non défini,380000,1575,Lyon 5ème,Point du Jour-Ménival
284,Appartement,4,3,126.0,,non défini,non défini,475000,1966,Lyon 7ème,Gerland
285,Appartement,5,4,91.0,,non défini,non défini,349440,1449,Lyon 7ème,Gerland
286,Appartement,4,3,86.0,,non défini,non défini,595000,2461,Lyon 7ème,La Guillotière Sud
287,Appartement,2,1,45.0,,non défini,non défini,222000,924,Lyon 7ème,Gerland
288,Appartement,4,3,80.0,,non défini,non défini,444000,1839,Lyon 7ème,"Lyon 7, T4 80 M² avec Balcon. L'agence immobilière AVAY vous propose ce grand T4 orienté ouest dans une résidence calme, réc"
289,Appartement,4,3,79.0,,non défini,non défini,315000,1307,Lyon 5ème,Exclusivité Lyon 5e appartement de 79 m² carrez situé au 3ème niveau d'un immeuble sur 4 avec un accès simplifié par un ascen
290,Appartement,3,2,65.0,,non défini,non défini,350000,Chavril,Contenu sponsorisé,Exclusivité
291,Appartement,2,1,42.0,,non défini,non défini,262500,1091,Lyon 8ème,"RARE A LA VENTE. Cet appartement de 41,91 m² Carrez avec balcon situé au 7ème et dernier étage avec ascenseur se compose: D'u"
292,Appartement,4,3,91.0,,non défini,non défini,575000,2378,Lyon 3ème,En exclusivité chez François Mathieu Immobilier - Visitez virtuellement sur notre site francoismathieuimmobilier. Fr Lyo
293,Appartement,3,2,88.0,,non défini,non défini,430000,1781,Lyon 6ème,"Bellecombe. Dans un immeuble des années 70 avec ascenseur ce T3 traversant de 88 m² à rafraîchir propose: Hall d'entrée, gran"
294,Appartement,4,3,96.0,,non défini,non défini,249000,1035,Lyon 9ème,Conseil Or Immobilier vous propose en EXCLUSIVITÉ: Situé au'330 rue Doyen Georges Chapas'à Lyon 9ème dans une résidence arbo
295,Appartement,5,3,135.0,,non défini,non défini,1099000,4538,Lyon 2ème,"Réseau BONAPARTE - Jérôme HUMBERT () vous propose en exclusivité en plein coeur de la Confluence, cet appartement d'exception"
296,Appartement,4,2,138.0,,non défini,non défini,915000,3779,Lyon 6ème,"Idéalement placé, proche des commerces et commodités, vous serez séduit par ce bel appartement familial de 138 M² carrez, au"
297,Appartement,2,1,71.0,,non défini,non défini,477000,1975,Lyon 1er,"Quai St VINCENT bel immeuble Renaissance coup de coeur pour ce Spacieux F2 71M² modulable, il dispose d'un séjour avec alcôve"
298,Appartement,4,3,145.0,,non défini,non défini,995000,4109,Lyon 4ème,NOUVEAUTE-EXCLUSIVITÉ Contact 7/7 j de 9h00 à 22h00 Laurent CHOTEL 06/62/90/32/00 E-mail: l.chotel@pietrapolis. F Cet ap
299,Appartement,4,3,136.0,,non défini,non défini,745000,3079,Lyon 5ème,"'Haddock'a mille milliards de mille façon de vous plaire ! D'abord par son emplacement,, au bord du quai de Saône, avec une"
300,Appartement,3,2,68.0,,non défini,non défini,435000,1802,Lyon 3ème,"Dans le quartier prisé de la Buire, à deux pas de la Part-Dieu et du métro Garibaldi, venez découvrir cet appartement type T3"
301,Appartement,2,1,54.0,,non défini,non défini,348000,1443,Lyon 6ème,** COUP DE COEUR ** ** Venez découvrir le vrai charme de l'ancien rénové à moins de 10 min de PART-DIEU** Bien de grande de
302,Appartement,3,2,123.0,,non défini,non défini,690000,2852,Lyon 2ème,"EXCLUSIVITÉ, PRESQU'ÎLE, RUE DU PLAT, Emplacement exceptionnel à deux pas de la Place Bellecour pour cet appartement de type"
303,Appartement,2,1,45.0,,non défini,non défini,268000,1113,Lyon 3ème,"A proximité directe de la gare de la Part Dieu, au 1er étage d'un bel immeuble ancien, découvrez cet appartement entièrement"
304,Appartement,3,2,79.0,,non défini,non défini,475000,1966,Lyon 8ème,"Exclusivité: LYON 8: Coeur de Monplaisir, à deux pas de l'avenue des frères lumières et du métro. Dans une rue calme, un appa"
305,Appartement,3,2,71.0,,non défini,non défini,359500,1490,Lyon 8ème,Exceptionnel au coeur de Monplaisir à 5 min de la place Ambroise Courtois et de ses commerces. Venez découvrir cet appartemen
306,Appartement,4,3,85.0,,non défini,non défini,727000,3005,Lyon 5ème,"Sur le secteur très apprécie du Point du Jour, Vous bénéficierez de tous les avantages de cet emplacement d'exception, au ca"
307,Appartement,4,3,85.0,,non défini,non défini,727000,3005,Lyon 5ème,"Sur le secteur très apprécie du Point du Jour, Vous bénéficierez de tous les avantages de cet emplacement d'exception, au ca"
308,Appartement,3,2,101.0,,non défini,non défini,699000,2889,Lyon 6ème,NOUVEAUTE-EXCLUSIVITÉ Contact 7/7 j de 9h00 à 22h00 Laurent Chotel 06/62/90/32/00 E-mail: Coeur'Brotteaux'très joli appar
309,Appartement,3,2,73.0,,non défini,non défini,365000,1513,Lyon 4ème,"A 2 pas de la place Commandant Arnaud et de la Grande Rue de la Cx Rousse, au sein d'une résidence an 75 très bien entretenue"
310,Appartement,5,3,124.0,,non défini,non défini,780000,3223,Lyon 6ème,"Côté parc, rue Félix Jacquier. Dans un immeuble de 1959 sur son terrain, bel appartement traversant au 6ème étage avec ascens"
311,Appartement,4,3,120.0,,non défini,non défini,650000,2687,Lyon 5ème,NOUVEAUTE-EXCLUSIVITÉ Contact 7/7j de 9h00 à 22h00 Laurent Chotel 06/62/90/32/00 E-mail: Lyon 5'Joliot Curie'résidence st
312,Appartement,2,1,60.0,,non défini,non défini,361500,1499,Lyon 1er,"En exclusivité, au coeur du 1er arrondissement, idéalement situé Petite rue des Feuillants (autre entrée possible par la plac"
313,Appartement,2,1,52.0,,non défini,non défini,270000,1122,Lyon 3ème,"Au coeur du 3ème arrondissement de Lyon, à proximité de l'avenue de Saxe et du métro Saxe Gambetta, venez découvrir ce T2 de"
314,Appartement,3,2,74.0,,non défini,non défini,395000,1637,Lyon 8ème,"Hope immobilier vous propose, dans le secteur de Montplaisir, au sixième étage, un appartement de 74 m². Vous découvrirez un"
315,Appartement,4,2,113.0,,non défini,non défini,595000,2461,Lyon 4ème,"Superbe duplex (82,80 m² carrez), au grand calme dans un immeuble de canut, situé rue Dumenge Au 3ème étage sans ascenseur,"
316,Appartement,1,,63.0,1,non défini,non défini,331000,1373,Lyon 6ème,"Nouveauté PRESQU'ÎLE GALYS ! Rue Notre Dame à Lyon 6ème Au coeur du quartier Bellecombe, à 5 minutes à pieds des métros Brott"
317,Appartement,2,1,31.0,,non défini,non défini,152820,639,Lyon 8ème,INVESTISSEMENT LOCATIF LMNP AVEC BAIL COMMERCIAL ODALYS Très joli 2 pièces avec un loyer garanti et une très bonne rentabilit
318,Appartement,3,2,81.0,,non défini,non défini,677250,2800,Lyon 5ème,"Lyon 5ème Fourvière. Dans cette résidence de haut standing, dès l'entrée, l'accueil se fait chaleureux. Equipé d'un grand pla"
319,Appartement,4,4,134.0,,non défini,non défini,850000,3512,Lyon 6ème,"Idéal INVESTISSEURS T5 de standing coeur des Brotteaux, double portes palières.. Un grand hall d'entrée dessert un double s"
320,Appartement,3,2,80.0,,non défini,non défini,697500,2883,Lyon 5ème,"Lyon 5ème Fourvière, dans une résidence de haut standing, laissez vous séduire par cet appartement de type 3 neuf de 80.10 m²"
321,Appartement,1,,17.0,,non défini,non défini,134000,561,Lyon 3ème,- EXCLUSIVITÉ-PRESQU'ÎLE GALYS - proximité. Place Guichard A deux pas du métro de la Place Guichard et à 5 minutes à pieds du
322,Appartement,2,1,42.0,,non défini,non défini,245000,1019,Lyon 5ème,"LYON 5 centre du Point du jour. Emplacement idéal pour ce superbe bien situé face au parc de la mairie, dans une copropriété"
323,Appartement,3,2,86.0,,non défini,non défini,544000,2251,Lyon 3ème,Montchat
324,Appartement,4,3,93.0,,non défini,non défini,395000,1637,Lyon 9ème,Vaise-Rochecardon-Industrie
325,Appartement,6,4,227.0,,non défini,non défini,1930000,7962,Lyon 2ème,LYON 2ème - EXCLUSIVITÉ- Superbe appartement de 227 m² (232 m² habitables) avec vue exceptionnelle sur le Rhône et les facult
326,Appartement,3,2,62.0,,non défini,non défini,260000,1080,Lyon 7ème,"Les visites reprennent ! C'est à deux pas des Berges du Rhône, rue Lieutenant colonel Girard, que je vous propose d'acquérir"
327,Appartement,4,3,151.0,,non défini,non défini,1039000,4290,Lyon 1er,Terreaux
328,Appartement,6,5,207.0,,non défini,non défini,844600,3489,Lyon 7ème,Gerland
329,Appartement,3,2,66.0,,non défini,non défini,500000,2069,Lyon 3ème,Montchat
330,Appartement,4,3,126.0,,non défini,non défini,597000,2469,Lyon 1er,Croix Paquet
331,Appartement,3,2,111.0,,non défini,non défini,738000,3050,Lyon 1er,Terreaux
332,Appartement,6,5,121.0,,non défini,non défini,695000,2873,Lyon 1er,Terreaux
333,Appartement,6,5,175.0,,non défini,non défini,900000,3718,Lyon 3ème,Part Dieu
334,Appartement,3,2,69.0,,non défini,non défini,325000,1348,Lyon 3ème,Sauvegarder
335,Appartement,1,,14.0,,non défini,non défini,165000,689,Lyon 6ème,Tête d'Or-Foch-Vitton
336,Appartement,1,,37.0,,non défini,oui,164600,687,Lyon 8ème,Le Grand Trou
337,Appartement,4,3,83.0,,non défini,non défini,519000,2148,Lyon 2ème,Cordeliers-Célestins-Bourse
338,Appartement,4,3,121.0,,non défini,non défini,629000,2601,Lyon 1er,Terreaux
